city,lat,lng
Victor Harbor,-35.5596,138.6173
Andamooka,-30.431,137.1656
Hervey Bay,-25.2887,152.8409
Gunnedah,-30.987,150.2623
Gympie,-26.1886,152.6709
Halls Creek,-18.2667,127.7667
Hamilton,-37.7312,142.0234
Winton,-22.3996,143.0333
Mudgee,-32.5896,149.5801
Ivanhoe,-32.8996,144.3
Pannawonica,-21.6366,116.325
Dubbo,-32.26,148.5973
Tom Price,-22.6935,117.7931
Parkes,-33.1296,148.17
Sale,-38.1096,147.06
Bendigo,-36.76,144.28
Berri,-34.2829,140.6
Adelaide,-34.935,138.6
Adelaide River,-13.2495,131.1
Albany,-35.0169,117.8916
Burketown,-17.7161,139.5666
Burnie,-41.0666,145.9167
Penola,-37.383,140.8167
Perth,-31.955,115.84
Peterborough,-32.9662,138.8333
Scone,-32.0796,150.8501
Scottsdale,-41.1495,147.5167
Narrabri,-30.3319,149.7874
Narrogin,-32.9329,117.1666
Townsville,-19.25,146.77
Traralgon,-38.1996,146.53
Central Coast,-33.42,151.3
Broome,-17.9618,122.2308
Bunbury,-33.3443,115.6502
Wyndham,-15.374,128.3601
Yamba,-29.423,153.3533
Tumby Bay,-34.3829,136.0833
Forster-Tuncurry,-32.1931,152.5266
Bundaberg,-24.8791,152.3509
Yulara,-25.2405,130.9889
Richmond,-33.5995,150.74
Richmond,-20.7163,143.1333
Rockhampton,-23.3639,150.52
Roebourne,-20.7829,117.1333
Roma,-26.5594,148.7907
Cloncurry,-20.7,140.5
Cobram,-35.9196,145.65
Coffs Harbour,-30.3071,153.1123
Colac,-38.3395,143.58
Alice Springs,-23.701,133.88
Ararat,-37.2795,142.91
Carnarvon,-24.8998,113.6501
Ceduna,-32.0991,133.6623
Charleville,-26.4,146.25
Charters Towers,-20.0809,146.2587
Kalbarri,-27.6662,114.1667
Kununurra,-15.7666,128.7333
Dalby,-27.1939,151.2657
Lithgow,-33.4961,150.1528
Manjimup,-34.2333,116.15
Maitland,-32.721,151.555
Mandurah,-32.5235,115.7471
Karratha,-20.7304,116.87
Gawler,-34.6074,138.7264
Geelong,-38.1675,144.3956
Georgetown,-18.3,143.5333
Geraldton,-28.7666,114.6
Maryborough,-37.0496,143.73
Maryborough,-25.5491,152.7209
McMinns Lagoon,-12.5329,131.05
Toowoomba,-27.5645,151.9555
Onslow,-21.6576,115.0963
Orange,-33.28,149.1
Stawell,-37.0596,142.76
Echuca,-36.1296,144.75
Eidsvold,-25.3662,151.1333
Emerald,-23.5122,148.1673
Tamworth,-31.1026,150.9171
Taree,-31.8976,152.4618
Ballarat,-37.5596,143.84
Ballina,-28.8614,153.568
Barcaldine,-23.5662,145.2834
Mount Barker,-34.6328,117.6666
Mount Gambier,-37.8313,140.765
Mount Isa,-20.7239,139.49
Mount Magnet,-28.0662,117.8167
Kempsey,-31.0874,152.822
Queanbeyan,-35.3546,149.2113
Queenstown,-42.0829,145.55
Quilpie,-26.6166,144.25
Ravensthorpe,-33.5829,120.0333
Warrnambool,-38.38,142.47
Warwick,-28.2292,152.0203
Weipa,-12.6666,141.8666
Ouyen,-35.0662,142.3167
Wollongong,-34.4154,150.89
Wonthaggi,-38.6095,145.59
Kiama,-34.7096,150.84
Kimba,-33.1496,136.4334
Kingaroy,-26.539,151.8406
Pine Creek,-13.8162,131.8167
Hobart,-42.85,147.295
Darwin,-12.4254,130.85
Gingin,-31.3496,115.9
Meekatharra,-26.6,118.4833
Melbourne,-37.82,144.975
Woomera,-31.1496,136.8
Moranbah,-22.0016,148.038
Port Augusta,-32.49,137.77
Port Douglas,-16.4846,145.4587
Gladstone,-23.8533,151.2467
Gold Coast,-28.0815,153.4482
Horsham,-36.7096,142.19
Hughenden,-20.85,144.2
Northam,-31.6566,116.6534
Nowra,-34.8828,150.6
Shepparton,-36.3746,145.3914
Yeppoon,-23.1329,150.7567
Young,-34.3096,148.29
Caloundra,-26.8,153.1333
Ingham,-18.6496,146.1666
Innisfail,-17.5313,146.0387
Inverell,-29.7668,151.1126
Kingston,-42.9911,147.3084
Kingston South East,-36.8328,139.8501
Clare,-33.8329,138.6
Bowen,-20.0013,148.2087
Melton,-37.6895,144.57
Meningie,-35.6995,139.3333
Merimbula,-36.8996,149.9
Merredin,-31.4828,118.2667
Mildura,-34.185,142.1514
Thargomindah,-28,143.8167
Theodore,-24.9495,150.0833
Three Springs,-29.5333,115.75
Oatlands,-42.2996,147.3666
Wagin,-33.2996,117.35
Armidale,-30.5123,151.6675
Atherton,-17.2703,145.4694
Ayr,-19.5702,147.3995
Bairnsdale,-37.8296,147.61
Camooweal,-19.9167,138.1167
Canberra,-35.283,149.129
Longreach,-23.4496,144.25
Brisbane,-27.455,153.0351
Devonport,-41.1927,146.3311
Wallaroo,-33.9329,137.6333
Wangaratta,-36.36,146.3
Cowell,-33.6829,136.9166
Cowra,-33.8296,148.68
Goondiwindi,-28.5548,150.3253
Goulburn,-34.7496,149.7102
Grafton,-29.712,152.9377
Murray Bridge,-35.1296,139.26
Muswellbrook,-32.2696,150.89
Windorah,-25.4332,142.6502
Bedourie,-24.3496,139.4666
Newman,-23.3666,119.7333
Birdsville,-25.8996,139.3666
Kalgoorlie,-30.7354,121.46
Biloela,-24.3936,150.4961
Smithton,-40.8329,145.1167
Bicheno,-41.8784,148.2886
Deniliquin,-35.5296,144.95
Broken Hill,-31.95,141.4331
Swan Hill,-35.3396,143.54
Albury,-36.06,146.92
Wagga Wagga,-35.1222,147.34
Tumut,-35.3096,148.22
Lismore,-28.8167,153.2931
Byron Bay,-28.6565,153.6129
Tweed Heads,-28.1826,153.5466
Oranjestad,12.5304,-70.029
Baku,40.3953,49.8622
Goranboy,40.6103,46.7897
Saki,41.1923,47.1705
Fuzuli,39.6009,47.1453
Lankaran,38.754,48.8511
Xocali,39.913,46.7903
Agdam,39.991,46.9274
Astara,38.456,48.875
Cabrayil,39.3992,47.0283
Beylaqan,39.7756,47.6186
Masalli,39.0278,48.6703
Bilasuvar,39.4583,48.545
Calilabad,39.2096,48.4919
Davaci,41.2012,48.9871
Agsu,40.5692,48.3965
Yevlax,40.6172,47.15
Mingacevir,40.7639,47.0595
Ganca,40.685,46.35
Sumqayt,40.58,49.63
Xacmaz,41.4643,48.8057
Imisli,39.8724,48.0649
Saatli,39.9321,48.3689
Lacin,39.6434,46.5462
Sarur,39.5544,44.9826
Qubadli,39.3444,46.5818
Heydarabad,39.7229,44.8485
Yardimli,38.9077,48.2405
Sahbuz,39.4072,45.5739
Qivraq,39.3994,45.1151
Ordubad,38.9096,46.0227
Goycay,40.6534,47.7406
Agdas,40.647,47.4738
Naftalan,40.5082,46.8203
Naxcivan,39.2092,45.4122
Goygol,40.5858,46.3189
Haciqabul,40.0387,48.9429
Kurdamir,40.3453,48.1508
Qobustan,40.5336,48.9282
Barda,40.3758,47.1262
Lerik,38.7739,48.415
Stepanakert,39.8156,46.752
Susa,39.7601,46.7499
Daskasan,40.5239,46.0819
Salyan,39.5962,48.9848
Qusar,41.4275,48.4302
Ali Bayramli,39.9323,48.9203
Sabirabad,40.0087,48.477
Quba,41.3611,48.5134
Gadabay,40.5656,45.8161
Oguz,41.0708,47.4583
Balakan,41.7263,46.4048
Qax,41.4183,46.9204
Xirdalan,40.4481,49.755
Neftcala,39.3768,49.247
Agcabadi,40.0501,47.4594
Kalbacar,40.1098,46.0445
Qazax,41.0925,45.3656
Agstafa,41.1148,45.4468
Tovuz,40.9922,45.6289
Qabala,40.9825,47.8491
Agdam,40.9053,45.5564
Ismayilli,40.7848,48.1514
Samux,40.7649,46.4087
Samkir,40.8297,46.0178
Zaqatala,41.6316,46.6448
Qabala,40.9814,47.8458
Kapan,39.2015,46.415
Zangilan,39.0837,46.6599
Tartar,40.342,46.9316
Siyazan,41.0781,49.1156
Zardab,40.2182,47.7103
Xizi,40.9085,49.0748
Ucar,40.5121,47.6519
Xocavand,39.795,47.1117
Sarajevo,43.85,18.383
Banja Luka,44.7804,17.18
Brcko,44.87,18.8101
Tuzla,44.5505,18.68
Zenica,44.22,17.92
Mostar,43.3505,17.82
Prijedor,44.9804,16.7
Bridgetown,13.102,-59.6165
Dhaka,23.7231,90.4086
Narayanganj,23.6204,90.5
Khulna,22.84,89.56
Jessore,23.1704,89.2
Sylhet,24.9036,91.8736
Chittagong,22.33,91.8
Barisal,22.7004,90.375
Comilla,23.4704,91.17
Rajshahi,24.375,88.605
Pabna,24.0004,89.25
Saidpur,25.8004,89
Tangail,24.25,89.92
Nawabganj,24.5804,88.35
Jamalpur,24.9004,89.95
Rangpur,25.75,89.28
Mymensingh,24.7504,90.38
Brussels,50.8333,4.3333
Arlon,49.6833,5.8167
Antwerpen,51.2204,4.415
Liege,50.63,5.58
Hasselt,50.964,5.484
Mons,50.446,3.939
Gent,51.03,3.7
Namur,50.4704,4.87
Charleroi,50.4204,4.45
Brugge,51.2204,3.23
Banfora,10.6304,-4.76
Tougan,13.069,-3.07
Po,11.169,-1.135
Bobo Dioulasso,11.18,-4.29
Tenkodogo,11.7804,-0.3697
Diapaga,12.077,1.796
Sebba,13.4364,0.5304
Ouahigouya,13.5704,-2.42
Kaya,13.0904,-1.09
Gaoua,10.2992,-3.2508
Manga,11.662,-1.065
Sapouy,11.5544,-1.7736
Ouagadougou,12.3703,-1.5247
Orodara,10.974,-4.908
Bogande,12.969,-0.138
Ziniare,12.577,-1.293
Fada Ngourma,12.055,0.361
Leo,11.094,-2.098
Diebougou,10.952,-3.248
Gaoua,10.325,-3.174
Dedougou,12.455,-3.464
Nouna,12.729,-3.86
Koudougou,12.2505,-2.37
Reo,12.3335,-2.4669
Yako,12.954,-2.263
Solenzo,12.1833,-4.0833
Djibo,14.099,-1.627
Dori,14.034,-0.028
Gorom Gorom,14.45,-0.2333
Zorgo,12.243,-0.611
Boulsa,12.657,-0.569
Koupela,12.177,-0.356
Kombissiri,12.064,-1.334
Ruse,43.8537,25.9733
Varna,43.2156,27.8953
Pazardzhik,42.2,24.3333
Yambol,42.4833,26.5
Sliven,42.6794,26.33
Dobrich,43.5851,27.84
Lovec,43.138,24.719
Plovdiv,42.154,24.754
Vidin,43.99,22.8725
Shumen,43.27,26.9294
Razgrad,43.534,26.536
Silistra,44.1167,27.2667
Blagoevgrad,42.0167,23.1
Burgas,42.5146,27.4746
Montana,43.414,23.237
Gabrovo,42.8747,25.3342
Kyustendil,42.2843,22.6911
Vratsa,43.21,23.5625
Stara Zagora,42.4231,25.6227
Smolyan,41.5853,24.6919
Pernik,42.61,23.0227
Pleven,43.4238,24.6134
Sofia,42.6833,23.3167
Khaskovo,41.9438,25.5633
Kardzhali,41.65,25.3667
Targovishte,43.2592,26.5892
Turnovo,43.0862,25.6555
Manama,26.2361,50.5831
Kayanza,-2.9,29.5667
Ruyigi,-3.481,30.244
Bururi,-3.9507,29.6166
Makamba,-4.1333,29.8
Cibitoke,-2.8869,29.1248
Rutana,-3.931,29.993
Cankuzo,-3.1667,30.5167
Muramvya,-3.261,29.612
Gitega,-3.4264,29.9308
Gitega,-3.426,29.8436
Kirundo,-2.5847,30.0972
Muyinga,-2.8523,30.3173
Rumonge,-3.9736,29.4386
Bubanza,-3.0833,29.3667
Karusi,-3.1,30.163
Ngozi,-2.912,29.825
Mwaro,-3.5113,29.7051
Isale,-3.3489,29.4839
Bujumbura,-3.3761,29.36
Kandi,11.1304,2.94
Dogbo,6.8167,1.7833
Savalou,7.9281,1.9756
Ouidah,6.3604,2.09
Lokossa,6.615,1.715
Sakete,6.7362,2.6587
Natitingou,10.3204,1.39
Abomey,7.1904,1.99
Djougou,9.7004,1.68
Parakou,9.34,2.62
Porto-Novo,6.4833,2.6166
Cotonou,6.4,2.52
Gustavia,17.8958,-62.8508
Hamilton,32.2942,-64.7839
Bandar Seri Begawan,4.8833,114.9333
Uyuni,-20.46,-66.83
Santa Cruz de la Sierra,-17.8,-63.1667
La Paz,-16.498,-68.15
Sica Sica,-17.33,-67.73
Puerto Suarez,-18.9496,-57.85
Coroico,-16.1896,-67.72
Coro Coro,-17.1696,-68.45
San Ignacio,-16.3696,-60.96
San Matias,-16.36,-58.42
Santa Ana,-13.76,-65.58
Robore,-18.3295,-59.76
Baures,-13.58,-63.5801
Ascension,-15.6996,-63.08
Oruro,-17.98,-67.13
Apolo,-14.7196,-68.42
San Jose,-17.85,-60.78
Viacha,-16.65,-68.3
Charana,-17.5996,-69.4666
Trinidad,-14.8334,-64.9
Potosi,-19.5696,-65.75
San Carlos,-17.4,-63.73
Quime,-16.98,-67.22
Reyes,-14.3096,-67.37
Rurrenabaque,-14.46,-67.56
San Ramon,-13.2896,-64.71
Achacachi,-16.0833,-68.6666
San Rafael,-16.7795,-60.68
Magdalena,-13.2601,-64.0528
San Borja,-14.8196,-66.85
Guayaramerin,-10.83,-65.41
Puerto Quijarro,-17.7796,-57.77
Cochabamba,-17.41,-66.17
Santa Cruz,-17.7539,-63.226
Sucre,-19.041,-65.2595
Tupiza,-21.4396,-65.72
San Lorenzo,-21.4799,-64.77
Camargo,-20.6396,-65.21
Villamontes,-21.2496,-63.5
Cobija,-11.0333,-68.7333
Tarabuco,-19.18,-64.9199
Camiri,-20.05,-63.52
Cuevo,-20.45,-63.53
Charagua,-19.7996,-63.22
Padilla,-19.2996,-64.31
Bermejo,-22.7296,-64.35
Entre Rios,-21.53,-64.19
Tarija,-21.5167,-64.75
Villazon,-22.0796,-65.6
Puerto Heath,-12.4996,-68.6666
Piso Firme,-13.683,-61.8666
Betanzos,-19.56,-65.45
Sabaya,-19.0163,-68.3833
Vallegrande,-18.4896,-64.11
Samaipata,-18.18,-63.77
Llica,-19.8496,-68.25
Aiquile,-18.1895,-65.18
Villa Martin,-20.7666,-67.7833
San Javier,-16.2896,-62.5
Riberalta,-10.983,-66.1
Llallagua,-18.42,-66.64
Uncia,-18.47,-66.57
Challapata,-18.8996,-66.78
Quillacollo,-17.4,-66.28
Punata,-17.55,-65.84
Cliza,-17.59,-65.93
Portachuelo,-17.36,-63.4
Montero,-17.3496,-63.26
Puerto Villarroel,-16.87,-64.78
Puerto Acosta,-15.4996,-69.1667
Sorata,-15.79,-68.6601
Taua,-5.9995,-40.31
Uruguaiana,-29.7696,-57.09
Quixada,-4.97,-39.02
Cabo de Santo Agostinho,-8.29,-35.03
Sao Gabriel,-30.32,-54.32
Sao Borja,-28.6596,-56.01
Santo Angelo,-28.3,-54.28
Santa Rosa,-27.8695,-54.46
Quarai,-30.38,-56.4599
Salvador,-12.97,-38.48
Vila Velha,-20.3676,-40.318
Santa Cruz do Sul,-29.71,-52.44
Laguna,-28.48,-48.78
Muriae,-21.13,-42.39
Londrina,-23.3,-51.18
Sao Lourenco do Sul,-31.37,-51.98
Porto Uniao,-26.2396,-51.08
Itanhaem,-24.18,-46.8
Foz do Iguacu,-25.5235,-54.53
Novo Hamburgo,-29.7096,-51.14
Viana,-3.2096,-45
Fernandopolis,-20.2696,-50.26
Guarapuava,-25.38,-51.48
Guajara-Miram,-10.8,-65.3499
Arcoverde,-8.42,-37.07
Mossoro,-5.19,-37.34
Maringa,-23.4095,-51.93
Maracaju,-21.61,-55.18
Estancia,-11.2696,-37.45
Crateus,-5.1656,-40.666
Ponta Pora,-22.53,-55.73
Penapolis,-21.41,-50.08
Cruzeiro do Sul,-7.63,-72.67
Jacareacanga,-6.2666,-57.65
Erechim,-27.63,-52.27
Chapadinha,-3.7395,-43.36
Itapipoca,-3.4995,-39.58
Bacabal,-4.23,-44.8
Cascavel,-24.9596,-53.46
Curitiba,-25.42,-49.32
Aracati,-4.56,-37.77
Jaboatao,-8.11,-35.02
Ijui,-28.3895,-53.9199
Apucarana,-23.55,-51.47
Formosa,-15.5395,-47.34
Ico,-6.4,-38.85
Ararangua,-28.94,-49.5
Xapeco,-27.1,-52.64
Capanema,-1.19,-47.18
Baturite,-4.3296,-38.88
Aripuana,-9.17,-60.64
Bom Jesus da Lapa,-13.2495,-43.44
Carazinho,-28.29,-52.8
Cameta,-2.2396,-49.51
Campo Murao,-24.0496,-52.42
Aquidauana,-20.4696,-55.79
Brasilia,-15.7833,-47.9161
Assis,-22.6596,-50.42
Paragominas,-2.9596,-47.49
Caceres,-16.05,-57.51
Bento Goncalves,-29.1695,-51.52
Santo Andre,-23.6528,-46.5278
Bage,-31.32,-54.1
Caracarai,1.8162,-61.1277
Concordia,-27.23,-52.03
Camaqua,-30.8396,-51.81
Guaira,-24.09,-54.27
Jaragua do Sul,-26.48,-49.1
Aracatuba,-21.21,-50.45
Olinda,-8,-34.85
Recife,-8.0756,-34.9156
Natal,-6.9838,-60.2699
Presidente Prudente,-22.12,-51.39
Parnaiba,-2.91,-41.77
Crato,-7.4639,-63.04
Santana do Livramento,-30.88,-55.53
Corumba,-19.016,-57.65
Abuna,-9.6954,-65.3597
Campo Grande,-20.45,-54.6166
Itaituba,-4.2586,-55.925
Joacaba,-27.17,-51.5
Rio Branco,-9.9666,-67.8
Acarau,-2.8896,-40.12
Pelotas,-31.75,-52.33
Manaus,-3.1,-60
Cachoeira do Sul,-30.03,-52.91
Jardim,-21.4799,-56.15
Santa Maria,-29.6833,-53.8
Rosario do Sul,-30.25,-54.92
Joinville,-26.32,-48.8399
Ji-Parana,-10.8333,-61.967
Arapongas,-23.41,-51.43
Dourados,-22.23,-54.81
Cacador,-26.77,-51.02
Jaguarao,-32.56,-53.37
Passo Fundo,-28.25,-52.42
Santa Vitoria do Palmar,-33.52,-53.37
Porto Alegre,-30.05,-51.2
Acu,-5.5796,-36.9101
Rio Grande,-32.0495,-52.12
Sena Madureira,-9.07,-68.67
Sao Luiz Gonzaga,-28.41,-54.96
Tupa,-21.93,-50.52
Ponta Grossa,-25.09,-50.16
Palmas,-26.48,-52
Grajau,-5.81,-46.15
Sao Francisco do Sul,-26.2396,-48.6
Caxias do Sul,-29.18,-51.17
Sorocaba,-23.49,-47.47
Rio Negro,-26.1,-49.79
Capitao Poco,-1.7496,-47.09
Canoas,-29.92,-51.18
Granja,-3.1195,-40.84
Sobral,-3.69,-40.35
Camocim,-2.9,-40.85
Almenara,-16.17,-40.7
Aracuai,-16.8596,-42.0699
Teofilo Otoni,-17.87,-41.5
Floriano,-6.7696,-43.03
Colinas,-6.0395,-44.24
Caxias,-4.833,-43.35
Pedreiras,-4.5696,-44.67
Barra do Corda,-5.5096,-45.26
Jacarezinho,-23.1599,-49.98
Presidente Dutra,-5.25,-44.52
Coroata,-4.1296,-44.15
Codo,-4.4796,-43.88
Paulo Afonso,-9.3307,-38.2657
Palmeira dos Indios,-9.4166,-36.6166
Cuiaba,-15.5696,-56.085
Tubarao,-28.48,-49.02
Vacaria,-28.4996,-50.94
Criciuma,-28.68,-49.39
Campo Belo,-20.8896,-45.28
Salinopolis,-0.6095,-47.34
Guaxupe,-21.29,-46.71
Sete Lagoas,-19.4496,-44.25
Itauna,-20.06,-44.57
Novo Airao,-2.6208,-60.9438
Tucurui,-3.68,-49.72
Varzea Grande,-15.65,-56.14
Formiga,-20.46,-45.43
Santa Ines,-3.66,-45.39
Divinopolis,-20.1495,-44.9
Pirapora,-17.33,-44.93
Lavras,-21.2496,-45.01
Obidos,-1.91,-55.52
Curvelo,-18.7596,-44.43
Conceicao do Araguaia,-8.25,-49.29
Oriximina,-1.7596,-55.87
Paracatu,-17.1996,-46.87
Itaberai,-16.02,-49.81
Uberlandia,-18.9,-48.28
Araxa,-19.5796,-46.95
Iguatu,-6.36,-39.3
Itumbiara,-18.3996,-49.21
Lapa,-25.76,-49.73
Cristalina,-16.77,-47.61
Trindade,-16.65,-49.5
Inhumas,-16.36,-49.5
Goiania,-16.72,-49.3
Castro,-24.79,-50.01
Ituiutaba,-18.97,-49.46
Uberaba,-19.78,-47.95
Araguari,-18.64,-48.2
Anapolis,-16.3196,-48.96
Pocos de Caldas,-21.78,-46.57
Sao Joao del Rei,-21.13,-44.25
Pires do Rio,-17.2995,-48.28
Aracaju,-10.9,-37.12
Manicore,-5.8122,-61.2975
Pouso Alegre,-22.22,-45.94
Ariquemes,-9.9396,-63.08
Morrinhos,-17.73,-49.11
Avare,-23.11,-48.93
Barretos,-20.55,-48.58
Batatais,-20.89,-47.59
Bauru,-22.33,-49.08
Botucatu,-22.8796,-48.45
Catalao,-18.18,-47.95
Irati,-25.47,-50.66
Santa Cruz,-6.22,-36.03
Tucano,-10.9696,-38.79
Timbauba,-7.4996,-35.32
Passos,-20.71,-46.61
Manacapuru,-3.2896,-60.62
Barreiros,-8.8296,-35.2
Pimenta Bueno,-11.64,-61.21
Vilhena,-12.7166,-60.1166
Pinheiro,-2.5196,-45.09
Belo Horizonte,-19.915,-43.915
Carpina,-7.84,-35.26
Serrinha,-11.6496,-39.01
Arapiraca,-9.75,-36.67
Paracuru,-3.3995,-39.04
Telemaco Borba,-24.33,-50.62
Penedo,-10.2696,-36.58
Xique-Xique,-10.82,-42.73
Barra Mansa,-22.56,-44.17
Alagoinhas,-12.14,-38.43
Remanso,-9.5996,-42.11
Maceio,-9.62,-35.73
Frutal,-20.03,-48.94
Irece,-11.3,-41.87
Pontes e Lacerda,-15.2196,-59.35
Volta Redonda,-22.5196,-44.095
Senhor do Bonfim,-10.4496,-40.19
Garanhuns,-8.89,-36.5
Rio Largo,-9.48,-35.84
Caninde,-4.35,-39.31
Feira de Santana,-12.25,-38.97
Paranagua,-25.5279,-48.5345
Mineiros,-17.5695,-52.56
Crato,-7.2296,-39.42
Juazeiro do Norte,-7.21,-39.32
Jatai,-17.8796,-51.75
Canavieiras,-15.64,-38.96
Rondonopolis,-16.4695,-54.64
Paranaiba,-19.6796,-51.2
Sao Jose dos Pinhais,-25.57,-49.18
Rio Verde,-17.8196,-50.93
Natal,-5.78,-35.24
Joao Pessoa,-7.1011,-34.8761
Goiana,-7.5596,-35
Apodi,-5.65,-37.8
Mato Grosso,-15,-59.95
Itambe,-15.2396,-40.63
Vitoria da Conquista,-14.85,-40.84
Barreiras,-12.14,-45
Januaria,-15.48,-44.37
Ubaitaba,-14.3,-39.33
Jaguaquara,-13.53,-39.97
Jequie,-13.85,-40.08
Janauba,-15.7996,-43.31
Santa Maria da Vitoria,-13.39,-44.21
Guanambi,-14.2296,-42.79
Registro,-24.49,-47.84
Iguape,-24.72,-47.5699
Ilheus,-14.78,-39.05
Itabuna,-14.7896,-39.28
Ipora,-16.45,-51.13
Iturama,-19.73,-50.2
Caico,-6.4596,-37.1
Valenca,-13.3596,-39.08
Caruaru,-8.28,-35.98
Campina Grande,-7.23,-35.88
Nova Cruz,-6.4696,-35.44
Fortaleza,-3.75,-38.58
Itapetinga,-15.25,-40.25
Russas,-4.94,-37.98
Patos,-7.0196,-37.29
Pindamonhangaba,-22.92,-45.47
Ipu,-4.3196,-40.7201
Itapeva,-23.9796,-48.88
Itapetininga,-23.59,-48.04
Itu,-23.26,-47.3
Campo Maior,-4.82,-42.18
Picos,-7.08,-41.44
Piripiri,-4.2696,-41.79
Campinas,-22.9,-47.1
Catanduva,-21.14,-48.98
Timon,-5.115,-42.845
Teresina,-5.095,-42.78
Canela,-29.36,-50.81
Barra do Bugres,-15.0696,-57.19
Governador Valadares,-18.87,-41.97
Guanhaes,-18.78,-42.95
Salgueiro,-8.0596,-39.13
Linhares,-19.39,-40.05
Blumenau,-26.92,-49.09
Santa Cruz Cabralia,-16.28,-39.03
Sao Jose de Ribamar,-2.55,-44.07
Sao Mateus,-18.7296,-39.86
Sao Luis,-2.516,-44.266
Rosario,-2.94,-44.26
Porto Seguro,-16.4296,-39.08
Nanuque,-17.84,-40.35
Alvorada,-12.47,-49.082
Ipatinga,-19.4796,-42.52
Nova Lima,-19.98,-43.85
Diamantina,-18.24,-43.61
Itapecuru Mirim,-3.4,-44.36
Bocaiuva,-17.1096,-43.81
Nova Vicosa,-17.88,-39.37
Itamaraju,-17.0396,-39.5299
Montes Claros,-16.72,-43.86
Caratinga,-19.79,-42.14
Uba,-21.1196,-42.95
Alta Floresta,-9.9,-55.91
Ponte Nova,-20.4096,-42.9
Castanhal,-1.2896,-47.93
Conselheiro Lafaiete,-20.67,-43.79
Juiz de Fora,-21.77,-43.375
Leopoldina,-21.53,-42.64
Cachoeiro de Itapemirim,-20.85,-41.13
Barbacena,-21.22,-43.77
Florianopolis,-27.58,-48.52
Porto Nacional,-10.7,-48.4199
Principe da Beira,-12.4167,-64.4166
Itajai,-26.8996,-48.68
Belem,-1.45,-48.48
Palmas,-10.2377,-48.2878
Xinguara,-7.1006,-49.948
Braganca,-1.05,-46.77
Vitoria,-20.324,-40.366
Parintins,-2.61,-56.74
Viseu,-1.1965,-46.14
Colider,-10.8173,-55.4506
Sinop,-11.85,-55.46
Campos,-21.75,-41.32
Petrolina,-9.38,-40.51
Juazeiro,-9.42,-40.5
Brumado,-14.21,-41.67
Osorio,-29.88,-50.27
Rio de Janeiro,-22.925,-43.225
Breves,-1.68,-50.49
Jaboticabal,-21.25,-48.33
Lajes,-27.8096,-50.31
Araguaina,-7.19,-48.21
Maraba,-5.35,-49.116
Itupiranga,-5.12,-49.3
Barras,-4.25,-42.3
Rolim de Moura,-11.7302,-61.7806
Sao Jose dos Campos,-23.2,-45.8799
Gurupi,-11.7196,-49.06
Itaberaba,-12.5196,-40.3
Macae,-22.38,-41.79
Miracema,-21.41,-42.2
Niteroi,-22.9,-43.1
Marilia,-22.21,-49.95
Franca,-20.53,-47.39
Maues,-3.3896,-57.72
Guaratingueta,-22.82,-45.19
Santarem,-2.4333,-54.7
Garca,-22.22,-49.66
Ourinhos,-22.97,-49.87
Jau,-22.2896,-48.57
Tatui,-23.35,-47.86
Taubate,-23.0195,-45.56
Santos,-23.9537,-46.3329
Sao Joao da Boa Vista,-21.98,-46.79
Barra do Garcas,-15.8796,-52.26
Sao Jose do Rio Preto,-20.7996,-49.39
Jundiai,-23.2,-46.88
Coari,-4.08,-63.13
Ribeirao Preto,-21.17,-47.83
Novo Horizonte,-21.4596,-49.22
Abaetetuba,-1.7245,-48.8849
Tocantinopolis,-6.3196,-47.42
Amapa,2.05,-50.8
Vila Velha,3.2167,-51.2167
Sao Cabriel da Cachoeira,-0.1332,-67.0833
Tefe,-3.36,-64.7
Fonte Boa,-2.5138,-66.0916
Imperatriz,-5.52,-47.49
Niquelandia,-14.4696,-48.47
Goianesia,-15.3096,-49.13
Ceres,-15.3033,-49.6052
Portel,-1.95,-50.82
Canoinhas,-26.18,-50.4
Altamira,-3.1996,-52.21
Boa Vista,2.8161,-60.666
Sao Paulo,-23.5587,-46.625
Macapa,0.033,-51.05
Itacoatiara,-3.14,-58.44
Alenquer,-1.9396,-54.79
Porto Santana,-0.0396,-51.18
Barcelos,-0.975,-62.9239
Tonantins,-2.8727,-67.8019
Imbituba,-28.2296,-48.66
Balsas,-7.52,-46.05
Eirunepe,-6.66,-69.8738
Porto Velho,-8.75,-63.9
Brusque,-27.13,-48.93
Americana,-22.7499,-47.33
Limeira,-22.5495,-47.4
Piracicaba,-22.71,-47.64
Pirassununga,-21.99,-47.43
Rio Claro,-22.41,-47.56
Sao Carlos,-22.02,-47.89
Tres Lagoas,-20.79,-51.72
Andradina,-20.9096,-51.3799
Braganca Paulista,-22.95,-46.55
Nova Friburgo,-22.26,-42.54
Cabo Frio,-22.89,-42.04
Nova Iguacu,-22.74,-43.47
Petropolis,-22.5095,-43.2
Nassau,25.0834,-77.35
Freeport,26.5333,-78.7
Mongar,27.2747,91.2396
Pemagatshel,27.038,91.4031
Samdrup Jongkhar,26.8007,91.5052
Gasa,27.9067,89.7304
Thimphu,27.473,89.639
Trashigang,27.3331,91.5542
Lhuentse,27.6679,91.1839
Trashi Yangtse,27.6116,91.498
Wangdue Prodrang,27.4333,89.9167
Punakha,27.6333,89.8333
Haa,27.3685,89.2918
Trongsa,27.5026,90.5072
Zhemgang,27.2169,90.6579
